Name,County,Location,Dedicated Date,Lattitude,Longitude,Marker Type,Missing?,Categories,Marker Text,Text Len,Year,
John Bartram (1699-1777),Philadelphia,"Harley Ave. at Lindbergh Blvd., West Philadelphia","Monday, June 6, 1955",39.9329,-75.21546,City,No,"Environment, Professions & Vocations",Famed natural scientist. Had the first botanic garden in the U.S. for receiving plants of America and exotics. He was American botanist to king of England and member of several royal societies. House and garden are 1/4 mile east.,229,1955,
Engine Company No. 11,Philadelphia,"1016 South St. at Alder, Philadelphia","Saturday, April 23, 2005",39.94282,-75.15927,City,No,"African American, Police and Safety","One of 22 fire companies established under the Philadelphia Fire Department in 1871. In 1919, it became a segregated African American unit whose members distinguished themselves through professional service. Desegregated in 1952.",229,2005,
Robert Bogle (1774-1848),Philadelphia,"112 S 8th St., Philadelphia",1991,39.941536,-75.15567,City,No,"African American, Professions & Vocations","A noted Black caterer, Bogle opened a posh eatery at this location in 1813. Recognized for his popular meat pies, he was well known as a master of ceremonies at elaborate weddings, funerals, and banquets for his wealthy clients.",228,1991,
Cyrus Bustill (1732-1806),Philadelphia,"210 Arch St., Philadelphia",1992,39.95191,-75.14384,City,No,"African American, Education, Native American, Professions & Vocations","Born of White, Black, and Native American descent, he bought his freedom and became a baker of bread for Revolutionary troops. A founder of the Free African Society, he later opened a school for Black children while living here.",228,1992,
Freedom Theatre,Philadelphia,"1346 N Broad St. (PA 611) at Master, Philadelphia","Thursday, May 16, 1991",39.97438,-75.15894,City,No,"African American, Music & Theater, Performers","Formerly the home of actor Edwin Forrest, later Philadelphia School of Design for Women. Became Heritage House, then in 1968, Freedom Theatre, a community-based Black theater for professional instruction in the theatrical arts.",227,1991,
Mother Bethel A.M.E. Church,Philadelphia,"NE corner, S 6th & Lombard Sts., Philadelphia","Tuesday, March 19, 1991",39.94316,-75.15204,City,No,"African American, Religion, Underground Railroad","Founded on ground purchased by Richard Allen in 1787, this congregation is the mother church of the African Methodist Episcopal denomination. The present structure, erected in 1889, replaces three earlier churches on this site.",227,1991,
Free African Society,Philadelphia,"at Mother Bethel Church, S 6th & Lombard Sts., Philadelphia",1992,39.94317,-75.15205,City,No,"African American, Government & Politics","Established in 1787 under the leadership of Richard Allen and Absolom Jones, this organization fostered identity, leadership, and unity among Blacks and became the forerunner of the first African-American churches in this city.",227,1992,
Philadelphia Female Anti-Slavery Society,Philadelphia,"N 5th & Arch Sts. (at US Mint), Philadelphia",1992,39.95298,-75.14822,City,No,"African American, Government & Politics, Underground Railroad, Women","Organized in 1833 by Quaker abolitionist Lucretia Mott, this society, headquartered here, originally consisted of sixty women who sought to end slavery. After the Civil War, the society supported the cause of the freed slaves.",226,1992,
"Grand United Order of Odd Fellows, The",Philadelphia,"S 12th & Spruce Sts., Philadelphia",1992,39.946522,-75.161056,City,Yes,"African American, Science & Medicine","Founded in 1844, this was the first Black lodge in Pennsylvania and the third in the United States. A benevolent fraternity, it provided funds for sick and disabled members. In 1908 the national headquarters were erected here.",226,1992,
First African Baptist Church,Philadelphia,"16th & Christian Sts., Philadelphia","Wednesday, January 1, 1992",39.94041,-75.16969,City,No,"African American, Religion","Founded 1809 as one of the first Black Baptist churches in America. Later two members sold themselves into slavery to free a slave to serve as pastor. Erected 1906, this building is located at a later site of the congregation.",226,1992,
Washington Avenue Immigration Station,Philadelphia,"S Columbus Blvd. at Washington Ave., adjacent to US Coast Guard Station, Philadelphia","Wednesday, September 14, 1994",39.93317,-75.14328,City,No,Ethnic & Immigration,"Since the 1870s, the station was an entry point and processing center for immigrants, primarily from Eastern and Southern Europe. From here, newcomers moved into the city or other parts of the state. It was demolished in 1915.",226,1994,
Walnut Street Theatre,Philadelphia,"S 9th & Walnut Sts., Philadelphia","Wednesday, September 25, 1996",39.94811,-75.15559,City,No,"Buildings & Architecture, Music & Theater, Performers",Founded 1809. The oldest theater in America and the oldest playhouse in continuous use in the English-speaking world. A National Historic Landmark. Many of the greatest actors of America and Europe have appeared on stage here.,226,1996,
Standard Theatre,Philadelphia,"South St. between 11th & 12th, Philadelphia",1992,39.94301,-75.16098,City,No,"African American, Buildings & Architecture, Entrepreneurs, Music & Theater, Performers","Owned by Black entrepreneur John T. Gibson, this theater featured noted Black American entertainers of the 1920s including Duke Ellington and Ethel Waters. The theater attracted multi-racial audiences until it closed in 1931.",225,1992,
Robert Purvis (1810-1898),Philadelphia,"1601 Mt. Vernon St., Philadelphia","Friday, February 21, 1992",39.96494,-75.16432,City,No,"African American, Civil Rights, Professions & Vocations, Underground Railroad, Writers","An abolitionist, Purvis fought for the rights of Blacks through his lecturing, writing, and activity in antislavery societies. As an agent for the Underground Railroad, he built a secret area here at his house to hide slaves.",225,1992,
First African Baptist Church Cemetery,Philadelphia,"SW corner, N 8th & Vine Sts., Philadelphia",1992,39.95649,-75.15302,City,No,"African American, Religion","Site of the cemetery that served this congregation from 1824 to 1842. Archaeological excavations in the 1980s provided links to ancient African burial customs. The remains were re-interred in Eden Cemetery, Delaware Co., Pa.",224,1992,
Philadelphia Tribune,Philadelphia,"520-26 S 16th St., Philadelphia","Wednesday, July 1, 1992",39.94453,-75.16853,City,No,"African American, Business & Industry","Founded in 1884 by Christopher Perry, the Tribune, located here, began as a single, hand-printed page dedicated to improving the everyday life of Blacks. It is the oldest continuously published Black newspaper in the nation.",224,1992,
Citizens and Southern Bank,Philadelphia,"NE corner, S 19th & South Sts., Philadelphia",1991,39.94469,-75.17301,City,No,"African American, Business & Industry","Founded in 1921 by R.R. Wright, Sr., who was born of slave parents, this bank was noted for serving the financial needs of Black customers. It survived the Great Depression and later established offices throughout the city.",223,1991,
Elizabeth Taylor Greenfield (1809-1876),Philadelphia,"1013 Rodman St., Philadelphia",1992,39.94322,-75.15911,City,No,"African American, Music & Theater, Performers, Women","Greenfield, who lived here, was one of the 19th century's leading singers, known as the ""Black Swan"" because of her great vocal range. Her performances were hailed in the U.S. and in England where she sang before the Queen.",223,1992,
Anne Brancato Wood (1903-1972),Philadelphia,"SW corner, Broad & Chestnut Sts., Philadelphia","Friday, June 17, 1994",39.95165,-75.16461,City,No,"Ethnic & Immigration, Government & Politics, Government & Politics 20th Century, Women","A child of Italian immigrants, Brancato entered Democratic city politics in 1928. One of few women in the state assembly (1932-41), she sponsored pioneering social reform legislation. Her business offices were located here.",223,1994,
Central Library,Philadelphia,"1901 Vine Street, Philadelphia","Sunday, June 2, 2002",39.95938,-75.17105,City,No,"Buildings & Architecture, Education","Opened on June 2, 1927, the Central Library was designed in the Beaux Arts style by Horace Trumbauer & Julian Francis Abele. It was built to serve as the main building of the Free Library of Philadelphia, chartered in 1891.",223,2002,
Christian Street Hospital,Philadelphia,"924 Christian St., Philadelphia","Friday, September 9, 2005",39.93902,-75.15845,City,No,"Civil War, Invention, Science & Medicine","First Civil War U.S. Army Hospital, founded May, 1861. Here Drs. Mitchell, Keen, Morehouse, and others used electric current, drugs, and other experiments in pioneering treatment of nerve and related disorders. Closed 1865.",223,2005,
Philadelphia Pyramid Club,Philadelphia,"1517 Girard Ave., Philadelphia",1992,39.97165,-75.16182,City,No,African American,"Founded by prominent members of the Black community, this club fostered, encouraged, and gave expression to civic, social, and cultural opportunities for African-Americans denied to them by other organizations in the area.",222,1992,
Anthony J. Drexel (1826-1893),Philadelphia,"48 S Third Street, Philadelphia",Apr-05,39.94899,-75.14581,City,No,"Business & Industry, Education, Entrepreneurs, Railroads",Entrepreneur and philanthropist Drexel created the world's 1st trans-Atlantic banking network from an office located here. It financed many U.S. railroads and businesses of the industrial era. Founder of Drexel University.,222,8443,
Fraunces Tavern,Philadelphia,"166 S 2nd St., (just W of Dock St.) Philadelphia",1991,39.94639,-75.14485,City,No,"Buildings & Architecture, Business & Industry, George Washington, Professions & Vocations, Inns & Taverns","Here stood Fraunces Tavern, established by Samuel Fraunces after moving from New York where he had operated a famous tavern. He served as George Washington's chief cook, 1790-94, while the President lived in Philadelphia.",221,1991,
Laura Wheeler Waring (1887-1948),Philadelphia,"756 N 43rd St., Philadelphia",1992,39.96644,-75.20966,City,No,"African American, Artists, Education, Women","A Black portraitist who lived here, Waring studied art in this city and in France. She headed the Art Department, Cheyney State College, and her works are part of the National Portrait Gallery and other major collections.",221,1992,
Pennsylvania Abolition Society,Philadelphia,"East side of Front St. between Walnut & Chestnut Sts., Philadelphia",1992,39.94735,-75.14253,City,No,"African American, Education, Underground Railroad","Founded here, 1775, as the Society for the Relief of Free Negroes Unlawfully Held in Bondage. In 1787 it became the Pennsylvania Abolition Society which sought social, educational, and employment opportunities for Blacks.",221,1992,
Philadelphia College of Pharmacy and Science,Philadelphia,"At entrance, S 43rd St. & Kingsessing Ave., West Philadelphia","Monday, January 4, 1971",39.94676,-75.20864,Roadside,No,Education,"Founded in 1821 at historic Carpenters' Hall by prominent apothecaries to improve the standards of pharmacy, the College was incorporated the following year. It is the oldest institution of its kind in the United States.",220,1971,
"Union Local 274, American Federation of Musicians",Philadelphia,"912 S. Broad St., Philadelphia",1993,39.93957,-75.16655,City,No,"African American, Labor, Music & Theater, Performers","Chartered 1935 after African-American musicians were denied admission to Local 77. John Coltrane, Dizzy Gillespie were members. At its 1971 demise, it was last predominantly Black AFM local in U.S. Union office was here.",220,1993,
Pennsylvania Hospital,Philadelphia,"Pine St. between 8th & 9th Sts., Philadelphia","Friday, December 17, 1954",39.94436,-75.15582,City,No,"Science & Medicine, Professions & Vocations","This is the first hospital in the U.S. Chartered by Colonial Assembly in 1751 for ""relief of the sick poor."" Benjamin Franklin and Dr. Thomas Bond were its chief founders. First building, erected in 1755, is still used.",219,1954,
Frederick Douglass Memorial Hospital,Philadelphia,"1522 Lombard St., Philadelphia",1992,39.94503,-75.16801,City,No,"African American, Science & Medicine, Professions & Vocations","Opened in 1895 as the first hospital for Blacks in this city, this facility trained and employed Black medical professionals who were excluded from other hospitals. In 1948, it merged to form Mercy-Douglass Hospital.",216,1992,
Stephen Smith (1795-1873),Philadelphia,"1050 Belmont Ave., Philadelphia","Wednesday, June 19, 1991",39.97267,-75.21215,City,No,"African American, Business & Industry, Coal, Professions & Vocations, Underground Railroad","An abolitionist, Smith bought his freedom and was one of America's wealthiest Blacks with his coal, lumber, and real estate ventures. He was the major benefactor of the Stephen Smith Home for the Aged, located here.",215,1991,
Gertrude E.H. Bustill Mossell (1855-1948),Philadelphia,"1423 Lombard St., Philadelphia",1993,39.94469,-75.16629,City,No,"Women, Writers","Teacher and journalist lived here. Wrote for many publications on race and feminism. Her books included ""The Work of the Afro-American Woman."" Fundraiser for Frederick Douglass Hospital; her husband was its founder.",215,1993,
Mercy Hospital,Philadelphia,"NW corner, S 17th & Fitzwater Sts., Philadelphia",1992,39.94254,-75.17072,City,No,"African American, Science & Medicine, Professions & Vocations","Founded in 1907 by African-Americans, this hospital provided training and employment to Black medical professionals. In 1919 it built a larger facility here, and in 1948 it merged to become Mercy-Douglass Hospital.",214,1992,
St. Peter Claver Catholic Church,Philadelphia,"SW corner, S 12th & Lombard Sts., Philadelphia",1991,39.9442,-75.16177,City,No,"African American, Buildings & Architecture, Religion","Dedicated in 1892 and named for a 16th century saint who fought the slave trade, this was the first Roman Catholic church for Blacks in the city. It has served as a Black community cultural center since the 1920s.",213,1991,
Alain Leroy Locke (1886-1954),Philadelphia,"2221 S 5th St., Philadelphia",1991,39.92065,-75.15545,City,Yes,"African American, Education, Professions & Vocations, Writers","Born here, Locke was an African-American critic and chronicler of the Harlem Renaissance. A Harvard graduate, Rhodes Scholar, and Howard University educator, he was a writer and promoter of Black art and culture.",212,1991,
Pearl Bailey (1919-1990),Philadelphia,"1946 N 23rd St., Philadelphia",1992,39.98494,-75.17152,City,No,"African American, Performers, Women","Bailey, who lived here as a youth, became one of America's most prominent entertainers. She sang with the big bands during the 1940s and gained her greatest fame in the 1967 Broadway production of ""Hello, Dolly!""",212,1992,
Meriwether Lewis (1774-1809),Philadelphia,"1900 Ben Franklin Pky., Philadelphia","Tuesday, August 12, 2003",39.95732,-75.17108,City,No,"Education, Environment, Exploration, Science & Medicine","With William Clark he led the transcontinental Lewis & Clark Expedition, 1803-1806. Lewis prepared for the journey & later deposited its significant specimens, journals, and other artifacts here in Philadelphia.",211,2003,
Tun Tavern,Philadelphia,"Front St., between Chestnut & Walnut, Philadelphia","Friday, November 11, 2005",39.94724,-75.14252,City,No,"American Revolution, Military, Inns & Taverns","Near here stood Tun Tavern, 1693-1781, which is regarded as the traditional birthplace of the United States Marine Corps, authorized by a resolution of the Continental Congress, November 10, 1775. SEMPER FIDELIS",211,2005,
Robert Patterson (1743-1824),Philadelphia,"West side of S 9th St., south of Market St., Philadelphia","Thursday, July 22, 2004",39.95067,-75.15515,City,No,"Education, Exploration","Professor, chair of mathematics dept. and vice-provost at University of Pennsylvania, 1799-1814. Tutored Meriwether Lewis in navigation skills to prepare for Lewis and Clark Expedition, 1803-1806. Resided here.",210,2004,
David Bustill Bowser (1820-1900),Philadelphia,"481 N 4th St., Philadelphia",1991,39.96011,-75.14527,Roadside,No,"African American, Artists","A self-taught Black artist, Bowser, who lived here, began his career as a landscape, sign emblem, and banner painter. He also painted portraits including several of Lincoln and one of abolitionist John Brown.",208,1991,
Benjamin Banneker Institute,Philadelphia,"409 S. 11th St., near Waverly, Philadelphia",1991,39.94453,-75.15989,City,No,"African American, Education","Founded here in 1854 and dedicated to the literary betterment of African Americans, this school was named for a Black astronomer and mathematician who published an almanac and helped survey Washington, D.C.",206,1991,
William Still (1821-1902),Philadelphia,"244 S 12th St., Philadelphia","Wednesday, July 3, 1991",39.94699,-75.16101,City,No,"African American, Coal, Underground Railroad","While living here, he was an Underground Railroad agent who helped slaves escape and kept records so relatives could find them later. A wealthy coal merchant, Still also helped found the first Black YMCA.",204,1991,
Frances E.W. Harper (1825-1911),Philadelphia,"1006 Bainbridge St., Philadelphia","Wednesday, March 25, 1992",39.94198,-75.15944,City,No,"African American, Civil Rights, Education, Underground Railroad, Women, Writers","An author, lecturer, and social activist, Harper lived here and devoted her life to championing the rights of slaves and free Blacks. She advocated education as a way of advancement for Black Americans.",202,1992,
Philadelphia College of Textiles and Science,Philadelphia,"Campus, School House Ln. near Henry Ave., Germantown, Philadelphia","Friday, May 16, 1969",40.02131,-75.19162,Roadside,No,Education,"Present campus of America's first textile college. Founded as the Philadelphia Textile School in 1884, it provided needed technical education to improve the manufacture and quality of domestic fabrics.",201,1969,
Pennsylvania Hall,Philadelphia,"N 6th St. south of Race St., Philadelphia",1992,39.9541,-75.14973,City,No,"African American, Government & Politics, Government & Politics 19th Century, Underground Railroad","Built on this site in 1838 by the Pennsylvania Anti-Slavery Society as a meeting place for abolitionists, this hall was burned to the ground by anti-Black rioters three days after it was first opened.",200,1992,
Meta V.W. Fuller (1877-1968),Philadelphia,"254 S 12th St., Philadelphia",1992,39.94697,-75.16101,City,No,"African American, Artists, Women","One of the leading Black female sculptors in America. She lived here, studied at the Pennsylvania Academy of the Fine Arts, later with Auguste Rodin in Paris. Her sculpture depicted human suffering.",198,1992,
Philadelphia Knights of Pythias,Philadelphia,"SE corner, S 19th & Addison Sts., Philadelphia",1992,39.94605,-75.17332,City,No,African American,"Founded in 1907 by politician and civic leader, B.G. Collier, this order first met above a South Philadelphia barber shop. In 1913 the lodge moved to this site, erecting a new building here in 1923.",198,1992,
Sadie T.M. Alexander (1898-1989),Philadelphia,"700 Westview St., Philadelphia",1993,40.04433,-75.19628,City,No,"African American, Civil Rights, Government & Politics, Government & Politics 20th Century, Women","The first Black woman to be admitted to the bar in Pennsylvania, she lived here in her later years. Active in the Urban League, she was appointed, 1946, to the President's Committee on Civil Rights.",198,1993,
Mikveh Israel Cemetery,Philadelphia,"Spruce St. between Schell & Darien Sts., Philadelphia",1957,39.94583,-75.15566,City,No,"Ethnic & Immigration, Religion","Founded 1740. Notables buried here include Nathan Levy, whose ship brought the Liberty Bell to America; Haym Salomon, Revolutionary patriot; the Gratz family; and Aaron Levy, founder of Aaronsburg.",197,1957,
Universal Negro Improvement Association,Philadelphia,"1609-11 Cecil B. Moore Ave., Philadelphia","Saturday, April 11, 1992",39.97923,-75.16146,City,No,African American,"Founded in 1917 by Marcus Garvey, this movement inspired African-American pride. It encouraged self-reliance, spread news of interest to Blacks, and urged them to establish nationhood in Africa.",194,1992,
Thaddeus Kosciuszko,Philadelphia,"NW corner, S 3rd & Pine Sts., Philadelphia","Sunday, October 22, 1967",39.94342,-75.14731,City,No,"American Revolution, Ethnic & Immigration, Military","After serving as a military engineer during the American Revolution, he later led an uprising in his native Poland. Exiled, the General resided in this house from November, 1797, to May, 1798.",192,1967,
Penn Treaty Park,Philadelphia,"At Park on Delaware River, foot of Cecil B. Moore (Columbia) Ave., Philadelphia","Saturday, September 18, 1976",39.96711,-75.12849,Roadside,No,"Native American, William Penn","Traditional site of a treaty between William Penn and the Indians, this park is maintained by the City of Philadelphia in commemoration of the Proprietor's peaceful relations with the Indians.",192,1976,
Gloria Dei Church (Old Swedes'),Philadelphia,"916 Swanson St. at N facade of bldg., near Christian St. & Christopher Columbus Blvd.","Friday, December 17, 1954",39.93706,-75.14208,City,No,"Buildings & Architecture, Early Settlement, Ethnic & Immigration, Religion","Oldest church in Philadelphia. Founded, 1677, by Swedish settlers. This edifice of Swedish architectural design was erected, 1698-1703. The earlier place of worship was a blockhouse.",182,1954,
Captain Thomas Holme 1624-1695 - PLAQUE,Philadelphia,"113 Arch St., Philadelphia",Nov-24,39.951896,-75.142235,Plaque,Yes,"Government & Politics 17th Century, William Penn",William Penn's first Surveyor General of Pennsylvania made his city home near this spot. He mapped the city in 1683 and the province of Pennsylvania in 1687.,157,9072,
Jefferson House,Philadelphia,"7th St. near Market St., Philadelphia (Missing)","Friday, September 10, 1954",39.950936,-75.152,City,Yes,"Government & Politics, Government & Politics 18th Century, Houses & Homesteads","On the second floor of a three-story brick house that stood here, Thomas Jefferson prepared the draft of the Declaration of Independence in June, 1776.",151,1954,
"Philadelphia Contributionship, The",Philadelphia,"212 S 4th St., Philadelphia","Friday, December 17, 1954",39.94719,-75.14809,City,No,Business & Industry,for the Insurance of Houses from Loss by Fire ------ Oldest fire insurance company in America. Founded in 1752 by Benjamin Franklin and his friends.,148,1954,
